timestamp_mt5,timestamp_utc,timestamp_tpe,open,high,low,close,volume
2026-08-24 17:55:00,2026-08-24 14:55:00,2026-08-24 22:55:00,0.59613,0.59613,0.59609,0.59609,0.0
2026-08-24 18:00:00,2026-08-24 15:00:00,2026-08-24 23:00:00,0.59598,0.59634,0.59598,0.59634,0.0
2026-08-24 18:05:00,2026-08-24 15:05:00,2026-08-24 23:05:00,0.5963,0.5963,0.59623,0.59623,0.0
2026-08-24 18:10:00,2026-08-24 15:10:00,2026-08-24 23:10:00,0.59609,0.59613,0.59609,0.59609,0.0
2026-08-24 18:15:00,2026-08-24 15:15:00,2026-08-24 23:15:00,0.59609,0.59609,0.59609,0.59609,0.0
2026-08-24 18:20:00,2026-08-24 15:20:00,2026-08-24 23:20:00,0.59588,0.59598,0.59588,0.59598,0.0
2026-08-24 18:25:00,2026-08-24 15:25:00,2026-08-24 23:25:00,0.59627,0.5963,0.59627,0.5963,0.0
2026-08-24 18:30:00,2026-08-24 15:30:00,2026-08-24 23:30:00,0.59634,0.59634,0.59613,0.5962,0.0
2026-08-24 18:35:00,2026-08-24 15:35:00,2026-08-24 23:35:00,0.5963,0.59637,0.5963,0.59637,0.0
2026-08-24 18:40:00,2026-08-24 15:40:00,2026-08-24 23:40:00,0.5962,0.59634,0.5962,0.59627,0.0
2026-08-24 18:45:00,2026-08-24 15:45:00,2026-08-24 23:45:00,0.59623,0.59623,0.59598,0.59598,0.0
2026-08-24 18:50:00,2026-08-24 15:50:00,2026-08-24 23:50:00,0.59598,0.59602,0.59595,0.59602,0.0
2026-08-24 18:55:00,2026-08-24 15:55:00,2026-08-24 23:55:00,0.59591,0.59591,0.5957,0.5957,0.0
2026-08-24 19:00:00,2026-08-24 16:00:00,2026-08-25 00:00:00,0.59573,0.59616,0.59573,0.59616,0.0
2026-08-24 19:05:00,2026-08-24 16:05:00,2026-08-25 00:05:00,0.59598,0.59598,0.59591,0.59591,0.0
2026-08-24 19:10:00,2026-08-24 16:10:00,2026-08-25 00:10:00,0.59588,0.59602,0.59588,0.59595,0.0
2026-08-24 19:15:00,2026-08-24 16:15:00,2026-08-25 00:15:00,0.59595,0.59609,0.59595,0.59609,0.0
2026-08-24 19:20:00,2026-08-24 16:20:00,2026-08-25 00:20:00,0.59602,0.59602,0.59602,0.59602,0.0
2026-08-24 19:25:00,2026-08-24 16:25:00,2026-08-25 00:25:00,0.59616,0.59616,0.59609,0.59609,0.0
2026-08-24 19:30:00,2026-08-24 16:30:00,2026-08-25 00:30:00,0.59605,0.59605,0.59595,0.59595,0.0
2026-08-24 19:35:00,2026-08-24 16:35:00,2026-08-25 00:35:00,0.59602,0.59609,0.59602,0.59609,0.0
2026-08-24 19:40:00,2026-08-24 16:40:00,2026-08-25 00:40:00,0.59598,0.59602,0.59598,0.59602,0.0
2026-08-24 19:45:00,2026-08-24 16:45:00,2026-08-25 00:45:00,0.59598,0.59598,0.59588,0.59588,0.0
2026-08-24 19:50:00,2026-08-24 16:50:00,2026-08-25 00:50:00,0.59595,0.59602,0.59595,0.59602,0.0
2026-08-24 19:55:00,2026-08-24 16:55:00,2026-08-25 00:55:00,0.59595,0.59595,0.59595,0.59595,0.0
2026-08-24 20:00:00,2026-08-24 17:00:00,2026-08-25 01:00:00,0.59588,0.59588,0.59588,0.59588,0.0
2026-08-24 20:05:00,2026-08-24 17:05:00,2026-08-25 01:05:00,0.59577,0.59616,0.59577,0.59616,0.0
2026-08-24 20:10:00,2026-08-24 17:10:00,2026-08-25 01:10:00,0.59591,0.59602,0.59591,0.59602,0.0
2026-08-24 20:15:00,2026-08-24 17:15:00,2026-08-25 01:15:00,0.59588,0.59598,0.59588,0.59598,0.0
2026-08-24 20:20:00,2026-08-24 17:20:00,2026-08-25 01:20:00,0.59577,0.59577,0.59542,0.59542,0.0
2026-08-24 20:25:00,2026-08-24 17:25:00,2026-08-25 01:25:00,0.59545,0.59545,0.59545,0.59545,0.0
2026-08-24 20:30:00,2026-08-24 17:30:00,2026-08-25 01:30:00,0.59556,0.59563,0.59556,0.59559,0.0
2026-08-24 20:35:00,2026-08-24 17:35:00,2026-08-25 01:35:00,0.59556,0.59563,0.59556,0.59563,0.0
2026-08-24 20:40:00,2026-08-24 17:40:00,2026-08-25 01:40:00,0.59559,0.59559,0.59552,0.59552,0.0
2026-08-24 20:45:00,2026-08-24 17:45:00,2026-08-25 01:45:00,0.59542,0.59542,0.59527,0.59527,0.0
2026-08-24 20:50:00,2026-08-24 17:50:00,2026-08-25 01:50:00,0.59542,0.59545,0.59534,0.59545,0.0
2026-08-24 20:55:00,2026-08-24 17:55:00,2026-08-25 01:55:00,0.59545,0.59556,0.59545,0.59556,0.0
2026-08-24 21:00:00,2026-08-24 18:00:00,2026-08-25 02:00:00,0.59556,0.59559,0.59556,0.59556,0.0
2026-08-24 21:05:00,2026-08-24 18:05:00,2026-08-25 02:05:00,0.59552,0.59552,0.59552,0.59552,0.0
2026-08-24 21:10:00,2026-08-24 18:10:00,2026-08-25 02:10:00,0.59563,0.59573,0.59563,0.59573,0.0
2026-08-24 21:15:00,2026-08-24 18:15:00,2026-08-25 02:15:00,0.59588,0.59588,0.59581,0.59581,0.0
2026-08-24 21:20:00,2026-08-24 18:20:00,2026-08-25 02:20:00,0.59584,0.59591,0.59584,0.59588,0.0
2026-08-24 21:25:00,2026-08-24 18:25:00,2026-08-25 02:25:00,0.59598,0.59605,0.59598,0.59605,0.0
2026-08-24 21:30:00,2026-08-24 18:30:00,2026-08-25 02:30:00,0.59609,0.59609,0.59588,0.59588,0.0
2026-08-24 21:35:00,2026-08-24 18:35:00,2026-08-25 02:35:00,0.59581,0.59581,0.59577,0.59577,0.0
2026-08-24 21:40:00,2026-08-24 18:40:00,2026-08-25 02:40:00,0.59577,0.59588,0.59577,0.59584,0.0
2026-08-24 21:45:00,2026-08-24 18:45:00,2026-08-25 02:45:00,0.59588,0.59588,0.59581,0.59581,0.0
2026-08-24 21:50:00,2026-08-24 18:50:00,2026-08-25 02:50:00,0.59584,0.59584,0.59581,0.59581,0.0
2026-08-24 21:55:00,2026-08-24 18:55:00,2026-08-25 02:55:00,0.59581,0.59584,0.59581,0.59584,0.0
2026-08-24 22:00:00,2026-08-24 19:00:00,2026-08-25 03:00:00,0.59581,0.59584,0.59581,0.59581,0.0
2026-08-24 22:05:00,2026-08-24 19:05:00,2026-08-25 03:05:00,0.59581,0.59581,0.59577,0.59577,0.0
2026-08-24 22:10:00,2026-08-24 19:10:00,2026-08-25 03:10:00,0.59577,0.59584,0.59577,0.59581,0.0
2026-08-24 22:15:00,2026-08-24 19:15:00,2026-08-25 03:15:00,0.59577,0.59581,0.59577,0.59581,0.0
2026-08-24 22:20:00,2026-08-24 19:20:00,2026-08-25 03:20:00,0.59588,0.59588,0.59577,0.59577,0.0
2026-08-24 22:25:00,2026-08-24 19:25:00,2026-08-25 03:25:00,0.59577,0.59577,0.5957,0.5957,0.0
2026-08-24 22:30:00,2026-08-24 19:30:00,2026-08-25 03:30:00,0.59573,0.59581,0.59573,0.59581,0.0
2026-08-24 22:35:00,2026-08-24 19:35:00,2026-08-25 03:35:00,0.59581,0.59581,0.59577,0.59577,0.0
2026-08-24 22:40:00,2026-08-24 19:40:00,2026-08-25 03:40:00,0.59577,0.59588,0.59577,0.59588,0.0
2026-08-24 22:45:00,2026-08-24 19:45:00,2026-08-25 03:45:00,0.59591,0.59595,0.59591,0.59595,0.0
2026-08-24 22:50:00,2026-08-24 19:50:00,2026-08-25 03:50:00,0.59602,0.59602,0.59598,0.59598,0.0
2026-08-24 22:55:00,2026-08-24 19:55:00,2026-08-25 03:55:00,0.59598,0.59598,0.59595,0.59595,0.0
2026-08-24 23:00:00,2026-08-24 20:00:00,2026-08-25 04:00:00,0.59588,0.59602,0.59588,0.59602,0.0
2026-08-24 23:05:00,2026-08-24 20:05:00,2026-08-25 04:05:00,0.59605,0.59605,0.59602,0.59602,0.0
2026-08-24 23:10:00,2026-08-24 20:10:00,2026-08-25 04:10:00,0.59605,0.59609,0.59605,0.59609,0.0
2026-08-24 23:15:00,2026-08-24 20:15:00,2026-08-25 04:15:00,0.59609,0.59609,0.59609,0.59609,0.0
2026-08-24 23:20:00,2026-08-24 20:20:00,2026-08-25 04:20:00,0.59602,0.59602,0.59602,0.59602,0.0
2026-08-24 23:25:00,2026-08-24 20:25:00,2026-08-25 04:25:00,0.59602,0.59602,0.59598,0.59598,0.0
2026-08-24 23:30:00,2026-08-24 20:30:00,2026-08-25 04:30:00,0.59602,0.59602,0.59598,0.59598,0.0
2026-08-24 23:35:00,2026-08-24 20:35:00,2026-08-25 04:35:00,0.59595,0.59598,0.59595,0.59598,0.0
2026-08-24 23:40:00,2026-08-24 20:40:00,2026-08-25 04:40:00,0.59602,0.59602,0.59595,0.59595,0.0
2026-08-24 23:45:00,2026-08-24 20:45:00,2026-08-25 04:45:00,0.59605,0.59613,0.59605,0.59613,0.0
2026-08-24 23:50:00,2026-08-24 20:50:00,2026-08-25 04:50:00,0.59609,0.59613,0.59609,0.59613,0.0
2026-08-24 23:55:00,2026-08-24 20:55:00,2026-08-25 04:55:00,0.59613,0.59613,0.59609,0.59609,0.0
2026-08-25 00:00:00,2026-08-24 21:00:00,2026-08-25 05:00:00,0.59616,0.59616,0.59577,0.59577,0.0
2026-08-25 00:05:00,2026-08-24 21:05:00,2026-08-25 05:05:00,0.59588,0.59588,0.59577,0.59577,0.0
2026-08-25 00:10:00,2026-08-24 21:10:00,2026-08-25 05:10:00,0.59588,0.59588,0.59584,0.59584,0.0
2026-08-25 00:15:00,2026-08-24 21:15:00,2026-08-25 05:15:00,0.59584,0.59588,0.59584,0.59588,0.0
2026-08-25 00:20:00,2026-08-24 21:20:00,2026-08-25 05:20:00,0.59598,0.59598,0.59577,0.59577,0.0
2026-08-25 00:25:00,2026-08-24 21:25:00,2026-08-25 05:25:00,0.59581,0.59588,0.59581,0.59588,0.0
2026-08-25 00:30:00,2026-08-24 21:30:00,2026-08-25 05:30:00,0.59573,0.59591,0.59573,0.59591,0.0
2026-08-25 00:35:00,2026-08-24 21:35:00,2026-08-25 05:35:00,0.59584,0.59598,0.59584,0.59598,0.0
2026-08-25 00:40:00,2026-08-24 21:40:00,2026-08-25 05:40:00,0.59598,0.59609,0.59588,0.59609,0.0
2026-08-25 00:45:00,2026-08-24 21:45:00,2026-08-25 05:45:00,0.59605,0.59605,0.59591,0.59591,0.0
2026-08-25 00:50:00,2026-08-24 21:50:00,2026-08-25 05:50:00,0.59613,0.5962,0.59602,0.5962,0.0
2026-08-25 00:55:00,2026-08-24 21:55:00,2026-08-25 05:55:00,0.59605,0.59605,0.59605,0.59605,0.0
2026-08-25 01:00:00,2026-08-24 22:00:00,2026-08-25 06:00:00,0.59609,0.59609,0.59602,0.59605,0.0
2026-08-25 01:05:00,2026-08-24 22:05:00,2026-08-25 06:05:00,0.59609,0.59613,0.59609,0.59613,0.0
2026-08-25 01:10:00,2026-08-24 22:10:00,2026-08-25 06:10:00,0.59609,0.59609,0.59605,0.59605,0.0
2026-08-25 01:15:00,2026-08-24 22:15:00,2026-08-25 06:15:00,0.59616,0.59616,0.59616,0.59616,0.0
2026-08-25 01:20:00,2026-08-24 22:20:00,2026-08-25 06:20:00,0.59616,0.59616,0.59616,0.59616,0.0
2026-08-25 01:25:00,2026-08-24 22:25:00,2026-08-25 06:25:00,0.59616,0.59616,0.59616,0.59616,0.0
2026-08-25 01:30:00,2026-08-24 22:30:00,2026-08-25 06:30:00,0.59616,0.59616,0.59616,0.59616,0.0
2026-08-25 01:35:00,2026-08-24 22:35:00,2026-08-25 06:35:00,0.59623,0.59623,0.59623,0.59623,0.0
2026-08-25 01:40:00,2026-08-24 22:40:00,2026-08-25 06:40:00,0.59623,0.59627,0.59623,0.59627,0.0
2026-08-25 01:45:00,2026-08-24 22:45:00,2026-08-25 06:45:00,0.5963,0.5963,0.5963,0.5963,0.0
2026-08-25 01:50:00,2026-08-24 22:50:00,2026-08-25 06:50:00,0.5963,0.5963,0.59623,0.59623,0.0
2026-08-25 01:55:00,2026-08-24 22:55:00,2026-08-25 06:55:00,0.59623,0.59623,0.59623,0.59623,0.0
2026-08-25 02:00:00,2026-08-24 23:00:00,2026-08-25 07:00:00,0.59627,0.59634,0.59627,0.59634,0.0
2026-08-25 02:05:00,2026-08-24 23:05:00,2026-08-25 07:05:00,0.59634,0.59634,0.59634,0.59634,0.0
2026-08-25 02:10:00,2026-08-24 23:10:00,2026-08-25 07:10:00,0.59634,0.59634,0.59634,0.59634,0.0
2026-08-25 02:15:00,2026-08-24 23:15:00,2026-08-25 07:15:00,0.59637,0.59637,0.5963,0.5963,0.0
2026-08-25 02:20:00,2026-08-24 23:20:00,2026-08-25 07:20:00,0.59627,0.59627,0.59627,0.59627,0.0
2026-08-25 02:25:00,2026-08-24 23:25:00,2026-08-25 07:25:00,0.59627,0.59627,0.59623,0.59623,0.0
2026-08-25 02:30:00,2026-08-24 23:30:00,2026-08-25 07:30:00,0.59623,0.59623,0.59623,0.59623,0.0
2026-08-25 02:35:00,2026-08-24 23:35:00,2026-08-25 07:35:00,0.59627,0.59634,0.59627,0.59634,0.0
2026-08-25 02:40:00,2026-08-24 23:40:00,2026-08-25 07:40:00,0.59634,0.59637,0.59634,0.59637,0.0
2026-08-25 02:45:00,2026-08-24 23:45:00,2026-08-25 07:45:00,0.59648,0.59652,0.59648,0.59652,0.0
2026-08-25 02:50:00,2026-08-24 23:50:00,2026-08-25 07:50:00,0.59662,0.59673,0.59662,0.59662,0.0
2026-08-25 02:55:00,2026-08-24 23:55:00,2026-08-25 07:55:00,0.59662,0.59669,0.59662,0.59669,0.0
2026-08-25 03:00:00,2026-08-25 00:00:00,2026-08-25 08:00:00,0.59684,0.59691,0.59673,0.59673,0.0
2026-08-25 03:05:00,2026-08-25 00:05:00,2026-08-25 08:05:00,0.59669,0.59677,0.59669,0.59677,0.0
2026-08-25 03:10:00,2026-08-25 00:10:00,2026-08-25 08:10:00,0.59666,0.5968,0.59666,0.5968,0.0
2026-08-25 03:15:00,2026-08-25 00:15:00,2026-08-25 08:15:00,0.59673,0.59673,0.59673,0.59673,0.0
2026-08-25 03:20:00,2026-08-25 00:20:00,2026-08-25 08:20:00,0.59662,0.59666,0.59662,0.59666,0.0
2026-08-25 03:25:00,2026-08-25 00:25:00,2026-08-25 08:25:00,0.59662,0.59669,0.59662,0.59669,0.0
2026-08-25 03:30:00,2026-08-25 00:30:00,2026-08-25 08:30:00,0.59666,0.59669,0.59666,0.59669,0.0
2026-08-25 03:35:00,2026-08-25 00:35:00,2026-08-25 08:35:00,0.59673,0.5968,0.59673,0.5968,0.0
2026-08-25 03:40:00,2026-08-25 00:40:00,2026-08-25 08:40:00,0.59666,0.59669,0.59666,0.59669,0.0
2026-08-25 03:45:00,2026-08-25 00:45:00,2026-08-25 08:45:00,0.59659,0.59659,0.59659,0.59659,0.0
2026-08-25 03:50:00,2026-08-25 00:50:00,2026-08-25 08:50:00,0.59666,0.59666,0.59648,0.59648,0.0
2026-08-25 03:55:00,2026-08-25 00:55:00,2026-08-25 08:55:00,0.59652,0.59662,0.59652,0.59662,0.0
2026-08-25 04:00:00,2026-08-25 01:00:00,2026-08-25 09:00:00,0.59652,0.59652,0.59634,0.59637,0.0
2026-08-25 04:05:00,2026-08-25 01:05:00,2026-08-25 09:05:00,0.59623,0.59627,0.59623,0.59627,0.0
2026-08-25 04:10:00,2026-08-25 01:10:00,2026-08-25 09:10:00,0.59623,0.59645,0.59623,0.59645,0.0
2026-08-25 04:15:00,2026-08-25 01:15:00,2026-08-25 09:15:00,0.5963,0.5963,0.59627,0.59627,0.0
2026-08-25 04:20:00,2026-08-25 01:20:00,2026-08-25 09:20:00,0.59637,0.59637,0.59609,0.59609,0.0
2026-08-25 04:25:00,2026-08-25 01:25:00,2026-08-25 09:25:00,0.59609,0.59623,0.59609,0.59623,0.0
2026-08-25 04:30:00,2026-08-25 01:30:00,2026-08-25 09:30:00,0.59623,0.59634,0.59616,0.59616,0.0
2026-08-25 04:35:00,2026-08-25 01:35:00,2026-08-25 09:35:00,0.59613,0.59627,0.59613,0.59627,0.0
2026-08-25 04:40:00,2026-08-25 01:40:00,2026-08-25 09:40:00,0.59627,0.59627,0.5962,0.5962,0.0
2026-08-25 04:45:00,2026-08-25 01:45:00,2026-08-25 09:45:00,0.59613,0.59613,0.59613,0.59613,0.0
2026-08-25 04:50:00,2026-08-25 01:50:00,2026-08-25 09:50:00,0.59609,0.59613,0.59605,0.59605,0.0
2026-08-25 04:55:00,2026-08-25 01:55:00,2026-08-25 09:55:00,0.59613,0.59613,0.59609,0.59609,0.0
2026-08-25 05:00:00,2026-08-25 02:00:00,2026-08-25 10:00:00,0.59613,0.59613,0.59605,0.59605,0.0
2026-08-25 05:05:00,2026-08-25 02:05:00,2026-08-25 10:05:00,0.59598,0.59616,0.59598,0.59616,0.0
2026-08-25 05:10:00,2026-08-25 02:10:00,2026-08-25 10:10:00,0.5963,0.5963,0.59613,0.59613,0.0
2026-08-25 05:15:00,2026-08-25 02:15:00,2026-08-25 10:15:00,0.59616,0.5962,0.59616,0.5962,0.0
2026-08-25 05:20:00,2026-08-25 02:20:00,2026-08-25 10:20:00,0.59616,0.59645,0.59616,0.59645,0.0
2026-08-25 05:25:00,2026-08-25 02:25:00,2026-08-25 10:25:00,0.59645,0.59648,0.59645,0.59648,0.0
2026-08-25 05:30:00,2026-08-25 02:30:00,2026-08-25 10:30:00,0.59645,0.59648,0.59634,0.59634,0.0
2026-08-25 05:35:00,2026-08-25 02:35:00,2026-08-25 10:35:00,0.59645,0.59645,0.59637,0.59637,0.0
2026-08-25 05:40:00,2026-08-25 02:40:00,2026-08-25 10:40:00,0.59652,0.59659,0.59648,0.59648,0.0
2026-08-25 05:45:00,2026-08-25 02:45:00,2026-08-25 10:45:00,0.59645,0.59648,0.59645,0.59648,0.0
2026-08-25 05:50:00,2026-08-25 02:50:00,2026-08-25 10:50:00,0.59634,0.59645,0.59634,0.59645,0.0
2026-08-25 05:55:00,2026-08-25 02:55:00,2026-08-25 10:55:00,0.59634,0.59634,0.59627,0.59627,0.0
2026-08-25 06:00:00,2026-08-25 03:00:00,2026-08-25 11:00:00,0.59641,0.59641,0.59613,0.59613,0.0
2026-08-25 06:05:00,2026-08-25 03:05:00,2026-08-25 11:05:00,0.5962,0.59645,0.5962,0.59645,0.0
2026-08-25 06:10:00,2026-08-25 03:10:00,2026-08-25 11:10:00,0.59637,0.59637,0.59634,0.59637,0.0
2026-08-25 06:15:00,2026-08-25 03:15:00,2026-08-25 11:15:00,0.59648,0.59648,0.59648,0.59648,0.0
2026-08-25 06:20:00,2026-08-25 03:20:00,2026-08-25 11:20:00,0.59648,0.59648,0.59645,0.59645,0.0
2026-08-25 06:25:00,2026-08-25 03:25:00,2026-08-25 11:25:00,0.59652,0.59652,0.59652,0.59652,0.0
2026-08-25 06:30:00,2026-08-25 03:30:00,2026-08-25 11:30:00,0.59641,0.59655,0.59641,0.59655,0.0
2026-08-25 06:35:00,2026-08-25 03:35:00,2026-08-25 11:35:00,0.59648,0.59648,0.59637,0.59637,0.0
2026-08-25 06:40:00,2026-08-25 03:40:00,2026-08-25 11:40:00,0.59645,0.59655,0.59645,0.59648,0.0
2026-08-25 06:45:00,2026-08-25 03:45:00,2026-08-25 11:45:00,0.59634,0.59634,0.59634,0.59634,0.0
2026-08-25 06:50:00,2026-08-25 03:50:00,2026-08-25 11:50:00,0.5963,0.5963,0.59613,0.59613,0.0
2026-08-25 06:55:00,2026-08-25 03:55:00,2026-08-25 11:55:00,0.5962,0.5962,0.59613,0.59613,0.0
2026-08-25 07:00:00,2026-08-25 04:00:00,2026-08-25 12:00:00,0.59613,0.59616,0.59609,0.59616,0.0
2026-08-25 07:05:00,2026-08-25 04:05:00,2026-08-25 12:05:00,0.59613,0.59613,0.59609,0.59609,0.0
2026-08-25 07:10:00,2026-08-25 04:10:00,2026-08-25 12:10:00,0.59602,0.59623,0.59602,0.59623,0.0
2026-08-25 07:15:00,2026-08-25 04:15:00,2026-08-25 12:15:00,0.59616,0.59616,0.59609,0.59609,0.0
2026-08-25 07:20:00,2026-08-25 04:20:00,2026-08-25 12:20:00,0.59609,0.59609,0.59602,0.59602,0.0
2026-08-25 07:25:00,2026-08-25 04:25:00,2026-08-25 12:25:00,0.59605,0.59605,0.59598,0.59598,0.0
2026-08-25 07:30:00,2026-08-25 04:30:00,2026-08-25 12:30:00,0.59598,0.59598,0.59591,0.59595,0.0
2026-08-25 07:35:00,2026-08-25 04:35:00,2026-08-25 12:35:00,0.59602,0.59602,0.59602,0.59602,0.0
2026-08-25 07:40:00,2026-08-25 04:40:00,2026-08-25 12:40:00,0.59609,0.59609,0.59605,0.59605,0.0
2026-08-25 07:45:00,2026-08-25 04:45:00,2026-08-25 12:45:00,0.59595,0.59595,0.59591,0.59591,0.0
2026-08-25 07:50:00,2026-08-25 04:50:00,2026-08-25 12:50:00,0.59584,0.59588,0.59584,0.59588,0.0
2026-08-25 07:55:00,2026-08-25 04:55:00,2026-08-25 12:55:00,0.59584,0.59584,0.59584,0.59584,0.0
2026-08-25 08:00:00,2026-08-25 05:00:00,2026-08-25 13:00:00,0.59581,0.59591,0.59581,0.59591,0.0
2026-08-25 08:05:00,2026-08-25 05:05:00,2026-08-25 13:05:00,0.59591,0.59598,0.59591,0.59598,0.0
2026-08-25 08:10:00,2026-08-25 05:10:00,2026-08-25 13:10:00,0.59598,0.59598,0.59591,0.59591,0.0
2026-08-25 08:15:00,2026-08-25 05:15:00,2026-08-25 13:15:00,0.59595,0.59595,0.59588,0.59588,0.0
2026-08-25 08:20:00,2026-08-25 05:20:00,2026-08-25 13:20:00,0.59591,0.59591,0.59588,0.59588,0.0
2026-08-25 08:25:00,2026-08-25 05:25:00,2026-08-25 13:25:00,0.59581,0.59591,0.59581,0.59591,0.0
2026-08-25 08:30:00,2026-08-25 05:30:00,2026-08-25 13:30:00,0.59584,0.59584,0.59581,0.59581,0.0
2026-08-25 08:35:00,2026-08-25 05:35:00,2026-08-25 13:35:00,0.59588,0.59588,0.59584,0.59584,0.0
2026-08-25 08:40:00,2026-08-25 05:40:00,2026-08-25 13:40:00,0.59573,0.59573,0.59566,0.59566,0.0
2026-08-25 08:45:00,2026-08-25 05:45:00,2026-08-25 13:45:00,0.59573,0.59573,0.59573,0.59573,0.0
2026-08-25 08:50:00,2026-08-25 05:50:00,2026-08-25 13:50:00,0.59559,0.59573,0.59559,0.59573,0.0
2026-08-25 08:55:00,2026-08-25 05:55:00,2026-08-25 13:55:00,0.59563,0.59563,0.59552,0.59552,0.0
2026-08-25 09:00:00,2026-08-25 06:00:00,2026-08-25 14:00:00,0.59563,0.59563,0.59559,0.59559,0.0
2026-08-25 09:05:00,2026-08-25 06:05:00,2026-08-25 14:05:00,0.59559,0.59559,0.59559,0.59559,0.0
2026-08-25 09:10:00,2026-08-25 06:10:00,2026-08-25 14:10:00,0.59559,0.59573,0.59559,0.59573,0.0
2026-08-25 09:15:00,2026-08-25 06:15:00,2026-08-25 14:15:00,0.5957,0.59573,0.5957,0.59573,0.0
2026-08-25 09:20:00,2026-08-25 06:20:00,2026-08-25 14:20:00,0.59577,0.59577,0.59577,0.59577,0.0
2026-08-25 09:25:00,2026-08-25 06:25:00,2026-08-25 14:25:00,0.59581,0.59588,0.59581,0.59588,0.0
2026-08-25 09:30:00,2026-08-25 06:30:00,2026-08-25 14:30:00,0.59584,0.59595,0.59581,0.59581,0.0
2026-08-25 09:35:00,2026-08-25 06:35:00,2026-08-25 14:35:00,0.59577,0.59577,0.59563,0.59563,0.0
2026-08-25 09:40:00,2026-08-25 06:40:00,2026-08-25 14:40:00,0.59556,0.59566,0.59556,0.59563,0.0
2026-08-25 09:45:00,2026-08-25 06:45:00,2026-08-25 14:45:00,0.59556,0.59556,0.59552,0.59552,0.0
2026-08-25 09:50:00,2026-08-25 06:50:00,2026-08-25 14:50:00,0.59556,0.59556,0.59542,0.59542,0.0
2026-08-25 09:55:00,2026-08-25 06:55:00,2026-08-25 14:55:00,0.59534,0.59538,0.59534,0.59538,0.0
2026-08-25 10:00:00,2026-08-25 07:00:00,2026-08-25 15:00:00,0.59549,0.59556,0.59549,0.59556,0.0
2026-08-25 10:05:00,2026-08-25 07:05:00,2026-08-25 15:05:00,0.59559,0.59559,0.59552,0.59552,0.0
2026-08-25 10:10:00,2026-08-25 07:10:00,2026-08-25 15:10:00,0.59545,0.59559,0.59545,0.59552,0.0
2026-08-25 10:15:00,2026-08-25 07:15:00,2026-08-25 15:15:00,0.59566,0.59566,0.59566,0.59566,0.0
2026-08-25 10:20:00,2026-08-25 07:20:00,2026-08-25 15:20:00,0.59563,0.59566,0.59556,0.59556,0.0
2026-08-25 10:25:00,2026-08-25 07:25:00,2026-08-25 15:25:00,0.59552,0.59552,0.59549,0.59549,0.0
2026-08-25 10:30:00,2026-08-25 07:30:00,2026-08-25 15:30:00,0.59545,0.59545,0.59527,0.59527,0.0
2026-08-25 10:35:00,2026-08-25 07:35:00,2026-08-25 15:35:00,0.59524,0.59524,0.59524,0.59524,0.0
2026-08-25 10:40:00,2026-08-25 07:40:00,2026-08-25 15:40:00,0.59513,0.59517,0.59506,0.59517,0.0
2026-08-25 10:45:00,2026-08-25 07:45:00,2026-08-25 15:45:00,0.59517,0.59517,0.59517,0.59517,0.0
2026-08-25 10:50:00,2026-08-25 07:50:00,2026-08-25 15:50:00,0.59524,0.59531,0.59524,0.59531,0.0
2026-08-25 10:55:00,2026-08-25 07:55:00,2026-08-25 15:55:00,0.5952,0.59527,0.5952,0.59527,0.0
2026-08-25 11:00:00,2026-08-25 08:00:00,2026-08-25 16:00:00,0.59534,0.59534,0.5952,0.5952,0.0
2026-08-25 11:05:00,2026-08-25 08:05:00,2026-08-25 16:05:00,0.59513,0.59513,0.59503,0.59503,0.0
2026-08-25 11:10:00,2026-08-25 08:10:00,2026-08-25 16:10:00,0.59492,0.59492,0.59492,0.59492,0.0
2026-08-25 11:15:00,2026-08-25 08:15:00,2026-08-25 16:15:00,0.59517,0.59538,0.59517,0.59538,0.0
2026-08-25 11:20:00,2026-08-25 08:20:00,2026-08-25 16:20:00,0.59534,0.59577,0.59534,0.59577,0.0
2026-08-25 11:25:00,2026-08-25 08:25:00,2026-08-25 16:25:00,0.59577,0.59577,0.59563,0.59563,0.0
2026-08-25 11:30:00,2026-08-25 08:30:00,2026-08-25 16:30:00,0.59556,0.59556,0.59542,0.59545,0.0
2026-08-25 11:35:00,2026-08-25 08:35:00,2026-08-25 16:35:00,0.59556,0.59556,0.59552,0.59552,0.0
2026-08-25 11:40:00,2026-08-25 08:40:00,2026-08-25 16:40:00,0.59549,0.59552,0.59549,0.59552,0.0
2026-08-25 11:45:00,2026-08-25 08:45:00,2026-08-25 16:45:00,0.59552,0.59552,0.59552,0.59552,0.0
2026-08-25 11:50:00,2026-08-25 08:50:00,2026-08-25 16:50:00,0.59563,0.59563,0.59549,0.59549,0.0
2026-08-25 11:55:00,2026-08-25 08:55:00,2026-08-25 16:55:00,0.59549,0.59563,0.59549,0.59563,0.0
2026-08-25 12:00:00,2026-08-25 09:00:00,2026-08-25 17:00:00,0.59566,0.59573,0.59566,0.59573,0.0
2026-08-25 12:05:00,2026-08-25 09:05:00,2026-08-25 17:05:00,0.59584,0.59609,0.59584,0.59609,0.0
2026-08-25 12:10:00,2026-08-25 09:10:00,2026-08-25 17:10:00,0.59613,0.59616,0.59613,0.59613,0.0
2026-08-25 12:15:00,2026-08-25 09:15:00,2026-08-25 17:15:00,0.59605,0.59609,0.59605,0.59609,0.0
